student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
S06995,Geography,Consumer yes effect.,2024-12-08,✔,C,Yes
S05526,Math,West television.,2024-11-17,pending,B-,No
S06249,English,Medical.,2024-11-25,not done,D,Yes
S02126,Arabic,Road face.,2024-12-16,✅,C,Yes
S01849,Arabic,Onto in.,2025-01-10,✅,F,Yes
S06675,History,Glass follow.,2025-01-02,❌,D, 
S09439,Math,Arm until.,2024-09-09, Done ,F,Yes
S01261,Science,Act thousand.,2025-01-14,not done,C,No
S10170,History,Source space.,2025-02-24,✅,C-,Yes
S07567,Geography,Affect my.,, Done ,F, 
S08962,Math,Race spring product.,2025-03-03,✅,C-,Yes
S09435,Geography,Shoulder participant cup.,,not done,C-,Yes
S06185,Science,Smile mission.,2025-02-12,not done,B,Yes
S11338,History,Will marriage.,2024-10-11, Done ,C,Yes
S01282,Arabic,Stop strategy.,,not done,A,No
S01859,English,Message loss.,2024-10-06,pending,B-,Yes
S03697,English,Current describe.,2024-10-25, Done ,F,Yes
S10156,Math,Can husband meeting.,2024-11-16,❌,A,Yes
S12099,Math,Hand read admit.,2024-11-21,not done,B-,Yes
S05275,Science,Scientist much about college.,2024-10-03,✔,B-,Yes
S01831,Math,Protect mouth action.,,not done,F,Yes
S09069,English,Wear news.,2025-01-29,pending,B,Yes
S00391,Math,Admit little seat.,2025-01-05, Done ,D,No
S12057,Science,Beat pick culture.,2025-01-21,not done,B,Yes
S11959,Science,Full.,2024-10-23,❌,B, 
S01370,English,Actually than.,,✅,A,Yes
S07220,History,Cultural five relate.,2025-01-13,❌,F,Yes
S02071,Arabic,Real final meeting.,2024-11-28,✅,A, 
S01971,English,Young.,2024-10-20,pending,D,Yes
S10278,Arabic,Can growth fund.,2025-03-01,✔,D, 
S06116,Science,Bar crime style.,2024-09-25,not done,C-,No
S10741,Geography,Crime with hair.,2025-01-27,✔,B,Yes
S12089,English,Your own.,2024-11-08, Done ,D,Yes
S10272,Math,They.,2024-09-28,not done,A+,No
S10512,English,Decision break.,,✅,A+,No
S07538,Math,Professional detail.,2024-12-12,❌,B,No
S04627,Arabic,Send candidate.,2024-11-14,not done,B-, 
S00490,Geography,Close Democrat high.,2024-12-16,✔,C, 
S11968,Science,Sign Congress.,2024-12-24,✔,B-, 
S12064,Geography,World current.,2025-01-03,pending,B, 
S11593,Science,Pull bill.,2024-11-26, Done ,A, 
S02609,Math,Name rest.,2024-12-24,✅,F, 
S05154,English,Message hear.,2024-11-14,pending,F, 
S11770,Arabic,Choose heavy.,2025-02-08,pending,A+,Yes
S00402,Science,Team final air.,,✔,A,No
S00400,Science,Moment movie.,2024-11-12,✔,C-,Yes
S03653,Math,Imagine organization.,2024-11-20,not done,C-,No
S01557,Arabic,Star central.,2024-10-05, Done ,A+, 
S05507,History,Quite growth.,,❌,B,No
S02278,English,Become page message.,2025-01-21,not done,C,No
S00170,Geography,Year spend media.,2024-10-02, Done ,C,No
S09871,Science,Financial eight.,2024-09-20,✅,A+, 
S10870,History,Thus station total.,2024-09-30,✔,C-, 
S08932,Science,Money hear.,2025-01-13,not done,B-,Yes
S01249,Math,Fish issue resource.,,❌,F,Yes
S08698,English,Born chair scientist wonder.,,✅,A, 
S05082,History,Plan always.,2024-10-12,pending,C, 
S09233,Geography,Task late when.,2024-12-21,not done,B, 
S06043,Science,Animal contain.,2025-02-24,not done,B,Yes
S02670,English,Good show.,2024-09-30,❌,B-, 
S09415,Arabic,Important deep mean.,2025-02-20,pending,B,No
S06960,History,Travel none.,2025-02-04, Done ,D,No
S08505,English,Senior president cultural.,2024-11-19,not done,A,Yes
S04832,English,Response reflect charge.,2025-02-23,not done,D,No
S06313,History,Discover box season.,2024-12-12,❌,A+,Yes
S03456,Science,Provide important hotel.,2024-10-09, Done ,A+, 
S03341,Arabic,Rule whole board.,2024-11-25,✅,C-, 
S01012,History,Difference tree finish.,2025-02-15,✅,A,Yes
S01047,English,Work experience.,2025-03-09,not done,A, 
S08531,English,At economy give.,2025-01-14,✔,A,Yes
S09263,Arabic,Fact design expect.,2025-02-22,❌,C-, 
S03946,Math,Even early example.,,✅,D,Yes
S03539,Geography,Stuff plan region.,2024-09-23,pending,A+, 
S07121,Geography,Option five.,2025-01-07,not done,B-,Yes
S11614,Math,Expect standard.,2024-09-29,❌,F,No
S09625,Geography,Leg knowledge medical.,2024-10-23,✅,C-, 
S05456,Science,Fire want.,,pending,A+, 
S02480,Science,Successful magazine.,,✅,B-,No
S00649,English,Person speak reality.,2025-02-21, Done ,C-,Yes
S04216,English,Brother reason edge.,2024-12-11,✔,B-,No
S11671,Geography,Somebody cost try.,2025-02-21,not done,F, 
S09470,History,Season me note.,2024-09-11,pending,A+,No
S07040,Geography,Bag accept exactly.,2024-11-01, Done ,C-,Yes
S04078,History,Yeah concern data.,2024-09-26,pending,A,No
S01238,English,Network skin recent.,2024-10-30,not done,C-,No
S11402,Math,Apply offer PM.,2025-01-29,not done,C,Yes
S02891,Math,Score history say.,2025-01-17,❌,C, 
S01808,Geography,Reduce.,2024-11-18,✔,C-,Yes
S10337,English,Land eye.,2024-12-11,not done,A+, 
S10483,Arabic,Mouth morning.,2025-02-26, Done ,F,No
S05941,English,News instead seem.,2024-09-15,not done,A+,No
S02832,Geography,Yes sure.,2025-02-28,not done,A,Yes
S10675,Arabic,She truth.,2025-01-26,not done,A+, 
S01035,Science,Onto role writer.,2025-02-05,✔,A,No
S01672,Arabic,Above city.,,pending,C-,Yes
S09390,Arabic,Something appear.,2024-12-10, Done ,B, 
S04044,History,Herself else first.,2024-09-18,✅,F,Yes
S00864,Arabic,Listen run.,,✅,B,Yes
S11557,Math,Notice either.,2025-02-23,❌,F, 
S07976,Geography,Another board.,2025-01-07,✅,C, 
S04563,Arabic,Of west poor.,2024-11-06,pending,B-,Yes
S03475,Math,Other central best.,,❌,B-, 
S04736,Math,Ask good.,2025-02-04,pending,D,No
S12084,Math,Thing difference fast.,2025-01-27,pending,B,Yes
S01828,Geography,Bad tax.,2025-02-03,pending,B,Yes
S06134,Arabic,Reality.,,not done,A+,Yes
S02171,English,Occur.,2025-02-21,✔,F,Yes
S06538,Science,Month walk fight.,,✅,A, 
S07252,History,Certain must skin.,2024-10-20,✔,A,Yes
S09581,English,Other perhaps.,2025-02-14,❌,A,Yes
S11226,Science,Direction.,2025-02-25,✅,A+,No
S05812,Science,Serve few.,,not done,D, 
S04763,History,Position father item.,,not done,D,No
S11639,History,Night pass camera.,2024-11-12, Done ,C,Yes
S03326,History,Window it everybody.,2024-12-09,✔,B,Yes
S06045,Arabic,Shoulder little cut.,,pending,B,No
S09538,English,Room newspaper.,2024-12-12,not done,F,Yes
S10486,Geography,Goal toward.,2025-01-21,✔,F,No
S02097,Geography,There help.,2025-01-22,✅,C, 
S05895,Science,Success little send.,2024-10-07,pending,B-,Yes
S10876,English,Building ability.,2025-02-18,✅,B,No
S10469,Arabic,Clear establish.,2024-09-23,pending,A+,No
S00533,History,Tend.,2025-01-12,pending,A+, 
S03886,History,Rise PM control.,,pending,A,Yes
S01028,Geography,Must artist about clear.,2025-01-10,pending,C,Yes
S12051,Science,Seven.,2024-09-21,✔,F, 
S11526,Geography,Our black should ready.,,pending,C,Yes
S08512,Geography,Available this.,2025-03-04,pending,D,No
S09836,Arabic,There tree.,,pending,A+,No
S03356,Arabic,Though difficult.,2024-11-30,not done,F,No
S04875,Arabic,Wife born minute space.,2024-10-12,not done,C,No
S08901,Math,Wife perhaps.,2024-10-21,✔,A, 
S12140,Geography,Theory around.,2024-12-24,not done,B,No
S02556,Math,Production price.,, Done ,B-, 
S07876,Math,Anything cup make.,2024-09-26,not done,A+,Yes
S07719,Arabic,Window page.,2024-12-20, Done ,A+,No
S00413,History,Also.,2024-12-07,❌,B, 
S10064,Geography,Institution century see.,,❌,C-, 
S09455,Arabic,Tv claim.,2025-01-04,pending,B-, 
S01056,Math,Summer rest.,2025-02-18,✔,C-, 
S11440,Science,Former assume anything property.,2025-01-04,not done,F, 
S01297,Math,Anything image fall.,2025-02-01,✅,B, 
S09205,Math,Thought current.,2024-11-02,not done,D, 
S00713,Arabic,Enough professor yard.,2025-01-03, Done ,C-,Yes
S10793,English,Under also big.,,pending,B,Yes
S07992,Math,Sense quickly experience.,, Done ,D, 
S02488,Math,Night race order.,2024-11-01, Done ,C,No
S04383,Geography,None real development.,, Done ,C-,No
S08277,Math,Field high others person.,2024-12-15,pending,D, 
S03386,Science,Quickly training goal increase.,2025-01-17,✅,B-,Yes
S06519,Science,Place education establish.,2024-10-31, Done ,B, 
S10646,Geography,Best likely.,2025-01-27,✅,C-,No
S05312,Arabic,Site number accept.,,❌,D,No
S02655,Arabic,Population difference series.,2024-12-18,❌,B-, 
S08240,Geography,Group suddenly nature.,2025-03-02,❌,D,No
S08057,Arabic,Down pattern little.,, Done ,B-,Yes
S08114,Science,Challenge when happen.,2025-01-27,not done,A+,No
S09315,Math,Now action level.,2024-12-21, Done ,D, 
S05471,Geography,Mind into.,2024-09-24,❌,B-,No
S10678,English,West.,,not done,C-,No
S00817,English,Because question.,,✅,B,Yes
S02479,Science,Material image.,2024-12-12,✔,A+,Yes
S09060,Math,Almost.,2024-12-27,✅,C-, 
S09748,Math,Level where side.,2025-02-01, Done ,F,Yes
S06653,Arabic,Hit direction.,2025-02-23,pending,C-, 
S00602,Arabic,Fine development sometimes magazine.,2025-03-08,❌,F,No
S01496,Science,Official similar control meeting.,2024-09-12, Done ,C,Yes
S11123,Science,Process hope difficult.,,not done,C, 
S07785,Geography,Strong why.,2024-10-09,❌,F,Yes
S08485,Geography,Ahead than officer.,2024-12-31, Done ,B-,Yes
S07626,Arabic,Certain specific.,2024-09-17,✅,A, 
S02875,History,Major view cover research.,2025-02-13,✔,B-,No
S01205,Math,Receive stock finally executive.,,❌,F,Yes
S00663,English,Each treatment.,2024-10-30, Done ,F, 
S11198,English,Present out.,2024-09-21,pending,C-,Yes
S05459,Arabic,Image.,2024-10-23,❌,B-, 
S02687,English,Manager computer.,2024-10-07,not done,F,No
S06944,Math,Itself air student figure.,2024-10-01, Done ,C,No
S06400,Geography,Real media yard.,2025-01-30, Done ,A+,Yes
S09507,Math,Team attention and.,2024-11-29,❌,A+, 
S09684,Science,Manager leg within identify.,2024-10-20,pending,A+,No
S06201,Science,Join resource.,2024-09-30, Done ,C,Yes
S01563,Science,Thank.,2024-10-07, Done ,A, 
S07665,History,Ever country front.,,✔,F,No
S01930,History,Mr night.,2024-10-02,✅,F, 
S08197,Arabic,Individual Mrs oil.,2025-02-21,✔,C-, 
S05413,English,Service store.,2025-01-11, Done ,C-,Yes
S01115,English,Item whom bed.,2024-09-10,not done,C-,No
S06687,Geography,School until.,2025-01-24,not done,B-, 
S05634,Geography,Trouble around.,2025-01-29,pending,A, 
S01992,Geography,Seat tax reason.,2024-11-15,pending,C, 
S12006,Math,Pass wind well.,2025-02-19,pending,A+,No
S00585,Arabic,Leg standard.,,✅,A,Yes
S08706,Math,For cultural.,2025-02-09,not done,C,Yes
S09120,Arabic,School play.,, Done ,B, 
S05087,Geography,Sister position attention.,2025-01-12,not done,B-, 
S11884,English,Will build.,2024-12-30,not done,C,No
S05744,Math,Not yourself.,2024-09-30,pending,F,No
S11070,Arabic,Cause as social.,2024-11-12,✔,B-,No
S01476,Science,Everything above difference.,2025-02-25,pending,C,Yes
S08591,Arabic,Ok large.,2024-10-22, Done ,A+, 
S03381,History,Agree message grow.,, Done ,B-,No
S03847,History,Enter face face.,2024-11-22, Done ,A+,No
S11005,Geography,Low face president center.,2024-09-17,pending,A,No
S08301,Math,Skin lot same.,2024-11-09,pending,D,Yes
S11793,Math,Issue blood all.,, Done ,A, 
S10330,English,Rule end.,2024-10-22,❌,C-, 
S05562,Math,Middle go.,2025-03-06,✅,B,No
S09445,Science,Poor development finish.,, Done ,A+,No
S11749,Geography,Still population.,, Done ,A+,No
S08991,Geography,North available woman least.,2024-10-24,❌,A, 
S01128,Geography,Foot.,,✅,C-,Yes
S11157,History,Form explain.,2025-01-12, Done ,C-, 
S06009,Math,Rest wide.,2024-11-02,pending,B, 
S02149,Geography,Red step.,2024-11-11,❌,A,No
S03425,English,Leg compare could.,2024-10-20,not done,B,Yes
S04796,History,Law bank.,,pending,D,No
S09294,English,Effect Mrs effort.,2024-10-10,not done,C-, 
S00208,Math,Guy benefit.,2024-09-08, Done ,B-,No
S10889,Geography,Activity they black.,,✅,C-, 
S01854,Science,Assume.,2024-09-20,pending,F,No
S10561,Math,Start get.,2024-09-09,✔,B,No
S05107,Arabic,Lawyer near service us.,2025-01-26,✅,D,Yes
S05014,English,Focus by natural.,2024-09-25,❌,C-,No
S04645,Arabic,Chair just option.,2024-10-26,❌,B-, 
S11497,Science,Face color trip.,2024-11-18,pending,C-,Yes
S04508,English,Expert trouble.,2024-09-29, Done ,B,Yes
S07836,Science,History would reason.,2024-09-24, Done ,F,No
S08437,Science,North bag.,,✅,C-,Yes
S02621,Math,Everyone parent.,2025-02-17,not done,D,No
S06408,Arabic,Much.,2024-10-31,✅,A, 
S06019,Science,Customer about.,2024-12-18,✔,F,No
S02841,English,Lose believe policy.,2025-01-28,❌,A+,Yes
S06882,Science,Industry scientist issue.,2025-03-04,✔,A, 
S00470,Math,Involve onto.,,pending,A,No
S04232,Science,Fine quality audience.,2025-02-01, Done ,F,No
S05451,Geography,Standard pattern image.,2024-10-08,✔,F, 
S09162,Science,High man pay item.,2024-10-25,✅,B,No
S09931,Math,Hundred sort.,2024-09-10,❌,B-,No
S01528,Science,Available.,2024-12-07,pending,B-, 
S09541,Arabic,Than create.,2024-10-29,pending,A+,No
S10974,Arabic,Away according various.,2024-09-10,pending,C,No
S02494,Science,Lead white.,, Done ,F,No
S06586,Geography,Professor reason color.,2024-12-11,pending,F,Yes
S07501,Math,Still low.,2025-01-24,✔,A+, 
S08419,English,Field happen recently.,2024-11-03,pending,B, 
S08604,English,Number our.,, Done ,B,No
S02930,Science,Goal short firm.,2024-09-29, Done ,B-,Yes
S04718,History,Face off safe.,,pending,B-,No
S05851,Math,Piece near already.,2025-01-07,❌,C,No
S01411,Arabic,Expert age decade.,, Done ,A,No
S04516,Geography,Subject performance.,2025-02-21,not done,B, 
S01226,Arabic,Southern type break.,, Done ,A,No
S06298,History,Contain should.,2025-03-04,✔,A+,No
S02634,Science,Performance store life.,2025-02-03,not done,B-,Yes
S02855,Arabic,Heart attack.,,✔,B-, 
S11408,Arabic,Research despite same.,2025-02-11,❌,F,No
S00820,English,Drive detail.,2025-01-20,not done,F, 
S02692,Arabic,Character open.,2025-02-19,✅,C-, 
S08656,Arabic,Gas do hard.,,✅,C-, 
S06657,Science,Why Democrat.,2025-02-11,✔,F,Yes
S08657,Geography,Process as.,2025-01-31,pending,A+,Yes
S04027,History,War.,,✔,C-,Yes
S11225,English,Weight less.,2025-02-01, Done ,A+,No
S08077,English,Until friend.,2024-12-27,pending,F,Yes
S03367,English,Significant American.,,❌,C,Yes
S00403,Math,Both along floor.,2024-11-21,✅,F,Yes
S05978,Geography,Cultural management well.,2025-02-05,✅,A+,Yes
S01231,English,Lead way.,2025-01-12,not done,C, 
S04488,Science,Matter almost.,2024-10-23,✔,D,No
S10890,Arabic,Grow cup.,2024-09-21,pending,D,No
S07625,Science,Method bag front.,,pending,C, 
S04268,Arabic,No central.,2024-12-18,❌,C-,No
S00395,History,Far either.,2024-09-21,not done,C,No
S08599,Science,Trouble share American.,2025-02-26,✅,C-,Yes
S00142,Arabic,Executive will.,2024-11-20, Done ,B, 
S09417,Science,Again million.,2025-01-30, Done ,A+,No
S10244,Math,Space relate call cause.,2024-10-17,not done,C-,Yes
S01668,Math,Perform board start.,, Done ,C,No
S01064,Math,Fine hotel.,2024-12-11,✅,A+,Yes
S00268,English,Artist this.,2025-01-16,not done,B,No
S00548,Arabic,Material right.,2024-11-04, Done ,B,Yes
S05096,English,Still throw down.,2024-11-27,❌,A+,No
S07466,History,Campaign.,2024-12-01, Done ,B,Yes
S10181,Science,Enter happy building.,2024-09-30,❌,A+, 
S03801,Math,Investment bit democratic.,2024-11-25,pending,C-,No
S02949,Geography,Record huge development.,2025-01-23,❌,A, 
S10644,Arabic,Stuff total raise.,2024-12-02,❌,A, 
S07600,English,Impact mouth soldier.,2024-10-24,not done,F,Yes
S12091,Math,Mr sign.,2024-11-21, Done ,B, 
S07634,English,After.,2024-10-08,✔,C-, 
S06318,Arabic,Strong dream his.,2025-01-27,not done,B,No
S09250,Arabic,Alone sell many.,2024-09-12, Done ,B,No
S07316,English,Approach ready current many.,2024-09-18,✔,C-, 
S04573,English,Record purpose.,2024-10-09,❌,C,Yes
S11809,Science,Total foot.,2024-09-08,❌,C-,No
S11938,Geography,Why to firm.,,✔,D, 
S06335,Math,Certain year expert.,2024-12-16, Done ,B,Yes
S00434,Math,Establish safe several.,2025-01-02,pending,C, 
S06610,Science,Account arm.,2025-01-04,✅,C-,Yes
S04167,Science,During ahead crime.,2024-09-20,not done,B-,No
S08366,Arabic,Measure tell.,2025-01-12,✔,C-,No
S05847,Arabic,Control.,, Done ,F, 
S05608,English,First change.,2025-01-16,✔,C-, 
S02398,Geography,Particularly order.,2024-11-04, Done ,B-,No
S06490,History,Hundred entire school.,2024-11-24,pending,C,Yes
S01131,History,Fire rich design.,2024-09-24, Done ,B,Yes
S10180,Geography,Continue detail big.,,❌,D,No
S04755,Math,Win specific.,2025-03-05,✅,C,No
S02940,Arabic,Ten land.,2025-02-23, Done ,B-,Yes
S07435,English,Push condition.,2025-03-03,not done,B,Yes
S07684,Geography,Avoid brother.,2025-01-10,✅,A+,No
S07301,Math,Specific attack against.,2024-12-09,✅,F,No
S00145,Math,Quickly similar.,2025-01-29,✔,A+,Yes
S07280,History,Drug research.,2025-01-17,❌,D,Yes
S05776,Math,Section them win.,,pending,B,Yes
S06467,English,Rich beat.,2025-01-08,✔,D, 
S10310,Science,Position blue.,, Done ,C-, 
S11364,History,Think though.,,not done,B-,No
S08705,English,Risk visit opportunity.,2025-02-23,✅,A,No
S08914,Science,Ahead between effect.,,❌,B, 
S06347,History,Able play.,2024-12-06,pending,D,No
S09561,English,Model.,, Done ,D,Yes
S03400,Math,Someone teacher.,2024-10-08,✔,A+,No
S02310,History,Song spring hard.,,❌,A+,Yes
S08900,English,Play husband.,2024-11-29, Done ,C, 
S06785,English,Increase identify.,, Done ,C, 
S02871,Arabic,Citizen increase land.,2025-02-17,not done,F,No
S05236,Geography,Century commercial commercial.,2025-01-11,not done,D,Yes
S01195,History,Box.,,✅,A+, 
S07286,Geography,Dark resource box.,,❌,B,Yes
S05081,Science,Fish anything star drive.,2024-11-08,not done,B-, 
S05511,Geography,Industry season pass.,2024-09-14,✅,F, 
S08121,Science,Line take issue.,2024-10-24,✅,A, 
S10324,Science,Activity leg whether.,2024-10-29,✅,F,Yes
S09078,Geography,Wish relate professional.,2024-12-07,❌,A+,No
S00595,Geography,Individual.,2024-09-28, Done ,B,Yes
S05795,Math,Professor involve determine.,2024-09-27,❌,B-, 
S07545,History,Pm describe.,,✔,C-,Yes
S03362,English,Manager.,,not done,C,Yes
S07662,Geography,Senior make tax.,2025-01-16,not done,A+,Yes
S01894,Math,Health air decision.,2025-02-01,❌,B, 
S00615,Science,Off often.,2024-12-13,✔,B, 
S04639,Arabic,Protect maintain.,2024-11-04, Done ,B, 
S09555,English,Child any again.,2024-12-08,✅,F, 
S09747,Arabic,Red money activity.,,pending,F,No
S02190,History,Admit.,2024-12-20,❌,C,Yes
S00383,History,Information.,,❌,A+,No
S07151,Arabic,Scientist possible person.,2025-03-06, Done ,C,No
S01330,English,Alone read material.,,✅,A,Yes
S00660,Science,Message production.,2025-02-25,❌,D, 
S10230,English,Player big something.,,not done,C,No
S05794,English,Idea color.,, Done ,B, 
S11746,Science,Job act catch.,2024-09-12, Done ,C,No
S08461,English,Police small tough.,2025-03-07,✅,F,Yes
S07968,History,Yeah value.,2025-02-23,✅,C,No
S10849,Geography,Site western.,2024-10-13,❌,C, 
S03864,English,Bag cold.,2024-12-24,pending,A+, 
S02021,English,Use newspaper night.,2024-11-21, Done ,D, 
S01102,History,Use increase relationship hospital.,2024-11-11,❌,C-,Yes
S10842,History,Continue watch reveal common.,2025-02-21,pending,C,Yes
S10438,Arabic,Major fly.,2024-10-05,not done,B-, 
S01703,Geography,Plan state human.,2025-03-05,✔,B, 
S00242,Geography,Social again series.,2024-12-23,✅,B-,Yes
S01661,Arabic,Business budget bring.,2025-02-03,pending,A,Yes
S02413,Math,Human past.,2024-12-20,✅,C,No
S01161,Science,Spring realize.,2024-11-06,pending,C-,Yes
S11586,Geography,If score woman yes.,2024-11-10, Done ,B-, 
S02445,Geography,Bill race side international.,2024-11-19,✅,C-,No
S03004,Geography,Other town.,,❌,C,No
S02024,History,Economy break.,2024-10-09,❌,D, 
S06109,Geography,And wife ahead.,2024-10-23,not done,F,Yes
S12027,Math,Treatment sort official.,2025-01-31,not done,B, 
S10144,Science,Before green outside.,2024-11-09,✔,A,Yes
S02584,Geography,If.,2024-11-01,❌,C,Yes
S10923,Math,Specific evening produce.,2024-11-13,✔,F, 
S08026,Science,Establish race oil.,2024-12-03,❌,B-,No
S07368,History,Fly tonight theory.,2024-11-07,✔,A, 
S03233,Science,Up national.,2024-11-06,❌,B,Yes
S10617,English,Matter spring method.,,✔,C-,No
S09727,Science,List.,2024-12-12,pending,B,No
S02444,Arabic,Describe though event.,2024-12-16,✅,B-, 
S01628,History,Want executive radio.,2024-11-03,✅,B-,No
S03732,History,Enjoy beautiful second.,,❌,C,Yes
S05951,Science,Finally wife.,2024-12-27, Done ,A+,No
S00369,Math,War paper.,2024-10-01, Done ,A+,No
S04786,Geography,Person matter.,2024-12-13,pending,F,Yes
S03228,English,Exactly someone how.,2025-01-04,✔,F,No
S06353,English,Activity success artist.,, Done ,D, 
S05929,Geography,Usually produce Congress.,2024-09-21,not done,B-,No
S04582,English,Vote.,2025-02-26,❌,F,No
S07275,English,Believe.,,✅,C, 
S00015,Science,Technology show work.,2025-01-15,✔,D, 
S11702,English,Officer push threat.,2025-01-02,✔,C,Yes
S06354,History,Serve himself meeting.,2024-12-14,not done,A, 
S08081,Geography,Anything head approach.,,✅,C, 
S07919,Math,Produce sound.,2025-01-21,pending,C-, 
S01596,Geography,Prepare community.,,❌,C-,Yes
S07292,Math,Early indicate.,2024-10-03,✅,A+, 
S10023,Science,Base power pull.,2025-01-07,❌,C-,No
S03136,English,Feeling thus.,2025-01-10,not done,B-,Yes
S08213,History,Argue leave discussion visit.,,❌,F,No
S01784,Math,Sort hour.,, Done ,F,Yes
S02524,Math,Hospital.,2024-09-22,✅,B, 
S02034,Science,Wait floor between.,2025-01-04,pending,A+, 
S01952,Math,Under guy.,2024-12-27,❌,F,No
S06168,Arabic,Plant main.,2025-02-01,✔,C,No
S04248,Math,Weight continue step.,,pending,D,No
S12151,Science,Reflect after.,2024-10-06,pending,A,No
S02356,English,Place majority.,2024-09-21,not done,B,No
S01402,History,Pull magazine.,2025-01-03, Done ,B-,No
S05373,History,Trade whatever.,2024-09-19,✅,C,No
S05766,History,Court TV.,2024-11-11,✔,D,No
S09299,Math,Want apply foot.,2025-01-11,❌,A+,Yes
S01604,Science,Senior analysis letter.,2024-09-20,not done,B-, 
S06526,Science,Theory.,,✔,A,Yes
S04985,History,Plant consider human.,2024-10-02,✅,D,Yes
S05379,Science,Bit land whose.,,✔,D,Yes
S00298,Geography,Catch capital.,2025-03-01, Done ,A+,No
S11474,History,Contain reflect any.,2025-02-27,✅,A+, 
S01274,Math,Sometimes image stand.,,✅,F, 
S11736,Science,Opportunity hospital stock.,2024-10-05,✅,B,Yes
S11887,Arabic,Suddenly safe.,2024-10-25,❌,D,Yes
S08647,Geography,Real process type.,2025-02-28,not done,A, 
S04281,Arabic,Town blue.,2025-02-05,not done,A+, 
S11499,Math,Week treatment analysis.,,pending,B,Yes
S01328,Geography,Boy source.,,pending,C,No
S02769,History,Big night phone.,2024-10-14,❌,A,Yes
S04572,English,Decision participant cost.,2025-01-16,✔,A+,No
S01636,Math,Few unit seem.,2025-02-16,❌,F, 
S05906,Math,Must theory.,,✅,B,No
S01418,Geography,Animal choice.,2025-02-17,✔,F, 
S01739,Geography,Tax culture break.,2025-01-02, Done ,A+,No
S01481,History,Shoulder manage where.,2024-10-11,✔,C-,No
S04496,Arabic,To else before policy.,, Done ,B-,No
S10333,English,Culture range audience.,2025-02-18,✔,A+, 
S04392,Geography,Southern least.,2024-12-31,❌,F,Yes
S02186,English,Thought ability character.,2025-01-16, Done ,B-, 
S10063,Science,Seven be single.,2025-03-04,✅,C, 
S00503,Math,North many couple candidate.,2024-11-30,✔,A,No
S03870,Math,While mind point.,2025-02-11,❌,A,Yes
S02786,Geography,Mind.,,✔,D,Yes
S07419,Arabic,Firm technology.,,❌,C-,Yes
S05665,Geography,Walk tell morning.,,❌,F,No
S04794,History,Wind it.,2025-02-26,❌,B, 
S02081,Arabic,Set into hair.,2025-01-06,not done,B-,No
S01943,Geography,Environment through some.,2024-12-28,pending,F,No
S04493,Math,Car coach.,2024-11-13,pending,F,No
S01621,Arabic,Land feel.,2024-12-16,✅,A+, 
S03499,History,Receive nice.,2025-01-05, Done ,F,Yes
S08831,English,Know skill.,2024-12-12,pending,C-, 
S09600,English,Model responsibility.,2024-09-17,✔,B,Yes
S06563,Science,Detail cold.,2024-11-13,✔,A+,Yes
S02475,Geography,First rich agree.,2024-10-21,not done,A+,No
S10725,Science,Answer resource several.,2024-11-10,✅,F, 
S02031,Arabic,Back turn wall until.,2024-09-11,✅,D,Yes
S08372,Geography,Stock figure house.,,✅,A,Yes
S07856,Arabic,Involve scientist almost.,2025-01-27,pending,A+,Yes
S04941,History,Low.,2024-11-30,✔,C,Yes
S06386,Arabic,Listen they.,2025-01-24,✔,A, 
S06694,Arabic,Year lose program.,2025-03-03, Done ,A,Yes
S09011,Geography,Bad produce international.,2025-03-01,pending,B, 
S07901,History,Always born investment.,2024-09-19,not done,B-,Yes
S07982,Geography,Tell program.,, Done ,A+, 
S06794,Science,Small within.,,✔,A, 
S05068,Math,Hair heavy various.,2025-01-28,pending,C-,No
S11973,History,Huge police.,2025-01-02, Done ,A,Yes
S03553,Geography,Join lose person.,2025-03-08,✔,A+,No
S11291,Math,Final edge.,,❌,D,Yes
S03994,Geography,Official sell.,,✔,B,Yes
S02845,Science,Event game executive.,2024-10-18,pending,A+,Yes
S10351,Science,Cell degree.,2024-11-23,not done,F,Yes
S03280,English,Nearly sister.,2024-09-15,❌,C-,No
S07410,Math,Product story main own.,2024-11-19,❌,C-, 
S01001,Geography,More police no.,2025-01-15, Done ,B,Yes
S07062,Science,Mouth ready letter.,2024-12-27, Done ,C-, 
S10271,History,Player degree.,,❌,B,No
S03531,History,Him agent.,2024-12-22, Done ,F, 
S05711,English,Why building respond.,2024-10-19,✔,A+,No
S10556,Science,Toward especially.,2025-01-19,pending,C-, 
S01866,English,Continue pretty available church.,2024-10-25,not done,D,Yes
S03196,Arabic,Appear take they.,2024-09-29,✔,C, 
S02904,English,Money nothing boy.,2024-09-10,❌,B,No
S06953,Geography,Floor.,,not done,D,Yes
S01512,Arabic,But.,2024-12-30, Done ,C,No
S02551,Math,Less rise none.,2024-10-19,not done,C-,No
S08802,Math,Sometimes either network.,,❌,B,No
S08601,History,Those would.,2024-11-01,✔,B-,Yes
S00909,Math,Hear however.,2025-03-01,❌,C-,Yes
S01090,Arabic,School crime outside.,2024-12-05,pending,D,Yes
S09151,Geography,Direction get affect that.,2025-02-02,not done,B,Yes
S03431,Arabic,Involve forward clearly.,2024-12-28, Done ,C-, 
S01385,History,Skill collection.,2024-11-28,pending,F, 
S10406,Math,Can easy adult Republican.,2024-10-24, Done ,B-,Yes
