student_id,date,subject,attendance_status
S09985,2025-01-06,Geography,excused
S05026,2025-01-15,Arabic,left early
S01157,2024-11-10,Math,PRESENT 
S05032,2024-11-22,History,left early
S01350,2024-09-19,Arabic,left early
S10066,2024-06-05,Geography,absnt
S07572,2024-07-16,Geography,Present
S11003,2025-01-05,English,PRESENT 
S11368,2024-06-10,Math,excused
S11337,2024-07-05,Arabic,PRESENT 
S06215,2024-08-27,Arabic,left early
S06093,2024-12-17,Science,Present
S05705,2024-09-20,Science,PRESENT 
S00284,2024-05-15,English,Present
S11164,2024-04-04,Arabic,excused
S10198,2025-01-30,Math,excused
S01398,2024-03-26,English,Present
S10749,2024-07-14,Math,absnt
S01058,2025-01-20,English,absnt
S00528,2024-10-04,Geography,absnt
S07033,2024-07-15,History,left early
S10988,2024-09-18,History,PRESENT 
S06862,2024-10-03,Arabic,excused
S04493,2024-09-06,Science,excused
S08507,2024-08-12,History,PRESENT 
S09284,2024-06-21,Science, late
S10731,2024-10-22,Math,Late
S01986,2024-10-17,Math,absnt
S05280,2024-04-01,Science,left early
S09743,2024-07-23,Science,left early
S10844,2025-02-19,Arabic, late
S05093,2024-05-30,Arabic,PRESENT 
S02813,2024-10-04,Arabic,absnt
S03289,2024-06-01,Arabic,left early
S05950,2025-01-09,Science,Late
S01747,2024-09-27,Arabic,excused
S09838,2024-07-10,Geography,absnt
S08207,2024-07-18,Math,excused
S10964,2025-02-24,English, late
S09674,2024-03-28,Math,left early
S05038,2024-04-06,English,Present
S10095,2024-06-05,Math,Late
S06953,2025-01-24,Math,Absent
S10321,2024-05-20,History,Late
S11196,2024-09-08,Geography,Present
S06517,2024-09-12,Arabic,left early
S05489,2025-01-23,English,left early
S04840,2024-04-18,English,Present
S02411,2025-01-17,Geography,excused
S05817,2024-09-28,History,PRESENT 
S08949,2024-06-12,Science,excused
S03746,2024-03-19,History, late
S09526,2024-12-01,English,left early
S10225,2024-04-24,Math,Absent
S12081,2024-11-23,English, late
S00269,2024-11-27,Geography, late
S07344,2024-04-29,Arabic, late
S05129,2024-03-09,Math,Absent
S07163,2024-12-29,Arabic, late
S10714,2024-10-19,Geography, late
S06425,2024-07-02,History,Late
S10679,2024-06-06,Math,Late
S07666,2024-10-27,History,excused
S08122,2024-03-14,Science, late
S08624,2025-01-12,Arabic,Late
S01181,2024-11-29,English,PRESENT 
S06929,2024-12-08,Science,absnt
S07405,2024-07-07,History,excused
S04849,2025-03-05,Geography,Late
S00836,2024-04-07,Math,Present
S00869,2025-01-09,Math,Absent
S05048,2025-01-26,Math,left early
S03424,2024-08-05,Geography,Late
S10830,2024-04-07,Math,Absent
S00054,2024-06-04,Arabic,absnt
S01183,2024-07-28,Geography,Late
S08324,2024-06-15,Arabic,PRESENT 
S10074,2024-09-30,Geography,left early
S02395,2025-03-05,History,Present
S06834,2025-01-22,Geography,excused
S12023,2024-12-05,History,absnt
S04323,2024-05-29,Math, late
S10325,2025-02-09,Arabic,PRESENT 
S03096,2024-07-10,English,PRESENT 
S02609,2024-05-04,Math,Present
S04830,2024-05-11,Arabic,Late
S04768,2024-03-17,Geography,Present
S00594,2024-06-26,History,absnt
S03785,2024-10-08,English,Present
S11543,2024-06-22,Geography,absnt
S05522,2024-04-27,Math,left early
S05759,2024-08-02,English,excused
S06445,2024-10-24,Geography,PRESENT 
S00466,2024-11-29,Math,PRESENT 
S11891,2024-11-22,English,Present
S08361,2024-08-12,English,Absent
S08709,2025-01-27,Geography,PRESENT 
S10769,2025-03-03,English,excused
S04095,2024-10-13,Geography,excused
S04054,2024-03-31,Arabic,excused
S02870,2024-06-11,Math,left early
S02193,2024-09-01,History,Absent
S00327,2024-12-30,History,Present
S06002,2025-03-03,Arabic,absnt
S11925,2024-10-31,Science,PRESENT 
S12136,2024-11-05,Arabic,PRESENT 
S10902,2024-06-09,Science,excused
S00008,2025-01-25,Geography,Absent
S10849,2024-07-09,Science,Late
S09303,2024-12-21,Geography,PRESENT 
S01567,2025-02-08,Arabic,Late
S07006,2025-01-25,Geography, late
S04042,2024-10-30,Math,PRESENT 
S05688,2024-04-26,Science,Present
S09643,2024-07-08,History,left early
S03350,2024-12-08,Arabic,Present
S03098,2024-04-19,English, late
S04519,2024-05-05,Science,absnt
S01879,2024-12-31,Arabic,left early
S06160,2024-12-06,Math,excused
S11838,2024-10-08,Math, late
S06640,2024-04-29,English,left early
S02234,2024-08-27,History, late
S03134,2024-07-20,Math,PRESENT 
S03095,2024-10-10,Geography,Late
S07580,2024-06-26,Arabic,PRESENT 
S00881,2024-03-26,History,Absent
S11544,2024-07-26,Science,Late
S11899,2025-02-04,English,Present
S04083,2024-12-07,History,absnt
S01039,2024-12-07,English,Absent
S02425,2024-03-24,Arabic, late
S05291,2025-02-01,English,Late
S07696,2024-09-14,Math,left early
S11255,2025-02-23,Science,Late
S02574,2024-08-31,History,excused
S07498,2024-10-31,English,excused
S07451,2024-04-09,History,excused
S02558,2024-12-27,History,PRESENT 
S07934,2024-09-10,Math,left early
S09092,2024-05-26,Arabic,left early
S10501,2024-10-17,Science,Late
S05327,2024-07-15,Math,absnt
S02302,2024-09-14,Math,Late
S09627,2024-04-09,Science,excused
S04721,2024-12-09,History, late
S01096,2024-07-07,Science,absnt
S01690,2024-12-20,Geography,left early
S09690,2024-11-13,Science,Present
S09524,2024-04-05,Arabic,PRESENT 
S02107,2024-04-29,Arabic, late
S07264,2024-07-05,Geography,Absent
S09164,2024-11-28,Geography,Present
S00571,2024-05-11,Science,absnt
S05740,2024-06-16,Arabic,Absent
S00032,2024-08-15,History,left early
S02298,2024-07-26,Science,Late
S07413,2024-07-13,Arabic,Present
S07418,2025-01-31,Math,Late
S10029,2025-03-02,Geography,Absent
S08946,2024-09-13,Geography,PRESENT 
S09145,2025-02-17,History,Absent
S10378,2024-08-25,Math,left early
S07051,2024-07-29,Geography,excused
S00541,2024-09-09,Geography,excused
S09491,2024-10-19,Arabic,Absent
S10548,2024-11-02,Arabic,left early
S04585,2024-08-25,Geography,excused
S07901,2024-09-22,Math,PRESENT 
S05344,2024-11-25,Science,Absent
S11143,2025-02-10,Geography,absnt
S03987,2024-12-26,History,Late
S02565,2025-01-31,English,excused
S05395,2024-09-07,Arabic,absnt
S01396,2024-04-10,Arabic,Absent
S08236,2024-10-17,Math,excused
S04447,2024-03-24,Math,absnt
S03333,2024-07-17,English,PRESENT 
S09119,2024-07-12,History,absnt
S05977,2024-05-09,Arabic, late
S00978,2024-09-20,Science,PRESENT 
S00135,2024-07-05,Math,Absent
S00862,2025-02-22,Arabic,Present
S05886,2024-07-18,Geography,PRESENT 
S04650,2025-02-15,English,absnt
S06816,2024-06-12,Science, late
S08083,2024-05-03,History,Late
S04726,2024-10-30,Arabic,Late
S04003,2025-03-09,Geography,Late
S10813,2024-05-27,Science,left early
S10910,2024-12-15,English,excused
S00769,2025-03-05,History,Present
S03502,2025-02-08,Science,absnt
S10716,2024-07-20,Arabic,Absent
S08922,2024-09-20,History,PRESENT 
S05702,2025-01-02,Geography,absnt
S04776,2024-03-29,Arabic,excused
S05710,2024-09-21,Math,left early
S02900,2024-04-21,Arabic,excused
S06113,2024-05-20,English,absnt
S03816,2024-10-06,Geography,PRESENT 
S03841,2024-09-21,English, late
S04384,2024-08-13,English,PRESENT 
S01103,2024-04-16,Math,PRESENT 
S02114,2024-09-07,Science,Late
S09864,2024-09-28,Math, late
S11386,2025-01-17,History,Absent
S02083,2024-12-17,History,absnt
S09146,2024-09-17,History,left early
S07977,2024-04-10,English,absnt
S06755,2024-08-15,Math,Absent
S02760,2024-05-27,Arabic,Late
S07337,2024-06-07,Geography,absnt
S02025,2025-02-19,History,Late
S11033,2024-09-24,Arabic,absnt
S01017,2025-02-13,Math,left early
S10549,2024-04-14,English,excused
S11608,2024-09-21,Geography,Present
S03220,2025-01-14,English,Late
S06067,2024-04-25,Geography,Present
S01379,2024-10-01,Science,absnt
S10812,2024-07-29,Math, late
S10269,2024-04-06,History,left early
S02914,2024-08-07,History,left early
S05764,2025-01-08,Math,Absent
S07650,2024-10-27,Science,excused
S06986,2024-06-30,Geography,Absent
S05401,2024-04-01,English,absnt
S04365,2024-09-22,Geography,PRESENT 
S11795,2024-11-16,English,Absent
S03259,2025-01-15,Science,Present
S01944,2024-08-11,English,Present
S07885,2024-09-23,Arabic,PRESENT 
S03325,2024-07-11,Arabic,Late
S05830,2024-08-06,English, late
S08469,2024-10-15,Science,PRESENT 
S07737,2025-02-25,Arabic,excused
S08639,2024-05-01,Science,Absent
S02824,2024-10-08,English,left early
S12133,2025-02-04,Science,PRESENT 
S07286,2025-01-26,English,Present
S01335,2025-01-06,History, late
S06811,2024-12-25,Arabic,PRESENT 
S10073,2024-05-16,History,Absent
S02060,2024-08-01,Science,Present
S08368,2024-08-29,English,absnt
S08282,2025-02-12,Geography, late
S04762,2024-06-12,English,Present
S08136,2025-02-18,Math,PRESENT 
S07686,2024-07-25,Science,absnt
S09713,2024-11-11,Arabic,Late
S05721,2025-03-01,Science,Late
S07381,2024-12-04,Science,excused
S06859,2024-10-01,Arabic,left early
S05136,2024-07-10,Arabic, late
S10320,2024-03-26,English,Present
S07895,2024-12-12,Science,absnt
S07867,2024-12-08,Science, late
S00965,2024-03-29,Math,Present
S01918,2024-05-18,Math,excused
S08706,2024-12-26,Geography,left early
S11695,2024-04-27,English,excused
S11768,2024-09-21,Geography,excused
S05976,2024-12-06,Arabic,Absent
S02394,2024-12-25,Geography,absnt
S12064,2024-09-27,Math,Late
S03943,2024-04-15,History,left early
S11085,2024-10-01,History,absnt
S10873,2024-05-26,Geography,Absent
S03820,2024-09-02,English,PRESENT 
S07736,2024-12-30,Science,left early
S00427,2024-07-25,Math,Present
S06092,2024-06-04,History,Late
S04397,2025-02-03,Science,Present
S04266,2025-02-21,Science, late
S03409,2024-05-13,Arabic,left early
S01441,2024-09-04,English,Late
S06691,2024-10-05,Math, late
S10031,2024-09-23,Science,Absent
S06236,2024-03-11,Arabic,excused
S06033,2025-01-22,Science,absnt
S06639,2024-11-15,History,Late
S06200,2024-09-11,English,excused
S03366,2024-08-31,Arabic,absnt
S00989,2024-03-24,History,absnt
S07701,2024-05-25,English,excused
S05655,2024-10-25,Arabic,excused
S07147,2025-03-07,History, late
S01846,2024-12-02,Geography,Late
S00883,2024-06-25,Math,absnt
S10516,2024-07-15,English,Present
S06384,2024-11-30,Science,absnt
S11103,2024-09-15,Arabic,absnt
S09934,2024-03-18,Geography,Present
S04295,2024-09-09,History,left early
S07948,2024-05-11,History,excused
S09282,2025-01-23,English,Late
S03634,2024-12-05,Math, late
S06165,2024-12-21,History,absnt
S11388,2025-01-31,Math,PRESENT 
S02418,2024-10-20,Geography,PRESENT 
S05799,2025-02-04,Geography,Absent
S03183,2024-03-16,History, late
S03610,2024-07-25,Geography,Absent
S05689,2024-07-27,History,excused
S11655,2024-04-18,Math,PRESENT 
S00515,2025-01-29,Science,Late
S01657,2024-03-18,Math, late
S04038,2024-08-31,Science,Late
S05675,2024-12-09,Science, late
S11282,2024-11-08,English,Present
S12088,2024-08-03,Math,left early
S10529,2024-06-11,History,Absent
S04634,2024-12-18,Science,excused
S04459,2024-09-22,Math, late
S05130,2024-06-03,Science,Absent
S00781,2024-09-07,History,excused
S03600,2024-12-25,Math,absnt
S03382,2024-09-15,Math, late
S02288,2024-08-20,History,left early
S11490,2024-07-06,Arabic,absnt
S09064,2024-04-14,English,left early
S03053,2025-01-25,Geography,left early
S07106,2025-02-27,Geography,Present
S11142,2024-04-12,English,Late
S00578,2024-06-17,English,Absent
S10180,2024-12-07,Science,left early
S10469,2025-02-07,Math,left early
S09324,2024-09-18,Arabic,Present
S06940,2024-10-28,History, late
S09103,2025-02-20,Arabic,left early
S02836,2024-06-28,Science,absnt
S07066,2024-09-05,Geography, late
S02266,2025-01-24,Science,absnt
S07427,2024-05-03,Math,Present
S07305,2025-02-02,Math, late
S03074,2024-07-22,Science,excused
S00829,2024-10-03,Arabic,excused
S04217,2024-09-26,History,excused
S06146,2024-12-22,Math,excused
S01740,2024-06-05,Math,absnt
S12000,2024-07-04,Arabic,Present
S03901,2024-11-28,Science,PRESENT 
S06976,2024-05-25,History, late
S07694,2024-05-25,Arabic,absnt
S08932,2024-07-21,Arabic, late
S04756,2024-08-07,Science, late
S07760,2024-11-04,History,Absent
S05155,2024-12-16,History,excused
S02571,2024-08-20,Arabic,Present
S04016,2024-05-04,Science,left early
S11217,2024-12-23,Science,excused
S06447,2024-04-30,Math,Present
S05851,2024-04-18,Science, late
S10643,2024-11-25,English,left early
S01309,2024-11-05,English,PRESENT 
S12032,2024-11-03,Math,PRESENT 
S06344,2025-02-27,Geography,Late
S01662,2024-06-06,History,Absent
S08882,2024-11-23,Math,Late
S10932,2025-02-27,English,excused
S01283,2024-06-21,Science,Present
S02316,2024-09-17,English, late
S07222,2024-06-15,Science,PRESENT 
S06841,2024-05-26,Science,Absent
S07296,2025-02-05,History,absnt
S01905,2024-10-04,History,left early
S04796,2025-01-27,Science,PRESENT 
S03111,2024-07-15,Arabic,PRESENT 
S01119,2024-05-21,Arabic,Absent
S09259,2025-01-05,Arabic,absnt
S07095,2024-04-30,English,left early
S11283,2024-07-17,Arabic,excused
S07714,2024-04-02,English,left early
S06716,2024-09-18,Geography,Late
S02517,2024-10-01,Science,left early
S00022,2024-03-11,English,Absent
S12106,2025-02-11,Arabic,PRESENT 
S08488,2025-01-23,Science,absnt
S05179,2024-07-09,Arabic,excused
S08219,2024-05-01,Geography,Late
S00820,2024-06-21,History,absnt
S11104,2025-01-01,Math,Absent
S03860,2024-10-12,English,Present
S10293,2024-09-04,Math,Absent
S04444,2024-07-10,English,left early
S07020,2024-04-05,English,absnt
S01867,2024-10-19,English,absnt
S09190,2024-07-16,Geography,Absent
S01240,2025-02-15,Math, late
S09228,2025-01-20,Math,Absent
S07994,2024-06-01,Arabic,absnt
S05500,2025-03-06,English,Absent
S01804,2024-12-05,History,Present
S10337,2024-12-15,Geography,absnt
S01868,2024-12-27,History,Present
S10275,2024-06-10,Science,left early
S01288,2024-12-02,Science,left early
S11781,2024-07-11,History,Late
S05187,2025-02-04,Arabic,left early
S09866,2024-10-11,English,Absent
S06544,2024-12-01,Science,absnt
S02313,2025-01-11,Math,left early
S06937,2024-12-07,Science,absnt
S06028,2024-11-27,Geography,absnt
S09454,2024-07-14,Arabic, late
S02227,2024-06-12,Science, late
S12100,2024-05-31,Science,left early
S08345,2024-06-06,English,absnt
S05081,2024-08-07,Geography,PRESENT 
S09505,2024-03-18,Science,absnt
S03699,2025-02-24,Arabic,left early
S03124,2024-11-11,Geography,Present
S01287,2024-05-25,English,PRESENT 
S00206,2024-12-21,Science,absnt
S02862,2024-08-16,Science,left early
S07423,2024-09-07,History, late
S02200,2024-09-14,Math,excused
S07508,2024-07-14,Geography, late
S09398,2024-04-01,History, late
S02590,2024-05-19,Science,Present
S11881,2025-02-04,English,left early
S07541,2024-11-03,Geography,PRESENT 
S08943,2024-07-09,Arabic,absnt
S01053,2024-08-26,History,absnt
S04421,2024-12-27,Math,PRESENT 
S11200,2024-09-16,Science,left early
S03221,2024-07-24,English,Absent
S05123,2024-04-08,Math, late
S05328,2024-07-03,History,Present
S06508,2024-03-09,Science,left early
S07939,2024-08-19,History,Absent
S09567,2024-05-27,Geography,Absent
S00382,2024-11-24,Math, late
S04920,2024-09-18,English,left early
S09570,2024-03-10,Science,Late
S04841,2024-04-18,Science,PRESENT 
S04620,2024-04-22,English,Late
S09160,2024-05-16,Arabic, late
S00966,2024-04-25,English,excused
S05798,2024-05-11,History,Present
S01093,2024-12-13,English,Absent
S07104,2024-12-19,History,Late
S01619,2024-11-04,History, late
S04887,2024-09-01,History,PRESENT 
S06660,2024-07-25,History,Absent
S08524,2024-06-11,English,Absent
S04536,2024-09-19,Arabic,Absent
S03092,2024-07-17,History,Present
S11405,2024-07-24,Arabic,Absent
S10264,2024-04-18,English,PRESENT 
S11194,2025-02-10,English,excused
S05548,2024-11-01,Arabic,excused
S03176,2024-07-11,Geography,left early
S10393,2024-06-01,Math,left early
S01829,2024-09-16,English, late
S05385,2024-05-25,Science,Late
S09908,2024-08-22,History,Absent
S05735,2025-02-18,Geography,Present
S09841,2025-02-27,Math,excused
S03694,2025-02-04,Math,excused
S06964,2024-10-15,Geography, late
S07594,2024-09-10,History,Present
S03450,2024-03-21,Arabic, late
S10859,2024-06-29,Geography,Present
S04636,2025-01-06,Math,PRESENT 
S01666,2024-04-13,Geography,Late
S07204,2025-03-08,Science,Absent
S05140,2024-03-26,Science,Late
S00208,2024-11-11,Geography,excused
S05709,2024-12-23,Arabic,Present
S10036,2025-02-28,Arabic,excused
S03206,2024-05-17,Science,Absent
S11379,2024-03-24,Math, late
S07465,2024-04-11,Arabic,Late
S11856,2024-06-06,Math,Present
S09310,2024-07-28,Arabic,excused
S06600,2024-10-12,Science,excused
S09537,2024-09-24,Math,left early
S05057,2024-09-16,Science,excused
S07349,2024-04-18,Geography,Late
S09021,2024-09-30,Math,PRESENT 
S00807,2024-12-05,Arabic,Late
S03307,2024-12-13,Geography,Present
S04570,2024-08-05,English,PRESENT 
S07332,2025-01-24,History,absnt
S09839,2024-10-16,English,absnt
S02016,2025-01-29,English,Late
S00910,2024-09-21,History,Present
S06654,2024-05-20,Math, late
S09316,2024-08-06,Geography,excused
S01342,2024-12-07,Science,Late
S05091,2025-03-03,Math,left early
S08701,2024-10-25,English,Late
S01109,2024-06-26,Geography,left early
S10089,2024-10-18,Science, late
S04446,2024-05-13,History,PRESENT 
S09039,2024-07-11,English,excused
S00684,2024-05-05,Arabic,left early
S05180,2024-08-26,History, late
S11761,2025-02-20,Geography,Present
S02054,2025-01-31,Science,Present
S06877,2024-09-25,History, late
S07562,2024-09-12,English,excused
S09100,2024-04-29,Science,left early
S01742,2024-05-05,Geography,excused
S03094,2024-06-03,Arabic,PRESENT 
S01006,2024-06-19,English,absnt
S09397,2024-07-06,English,excused
S01998,2024-09-19,Math,excused
S10134,2024-03-31,English,left early
S07505,2024-03-17,Arabic,left early
S09017,2024-12-21,History,excused
S06238,2025-03-02,Science, late
S07716,2024-05-19,Math,Late
S04880,2024-08-30,English,excused
S00911,2024-09-11,English,absnt
S04234,2024-10-07,Arabic,excused
S10796,2024-09-23,Arabic,PRESENT 
S08465,2024-07-04,Math,excused
S09080,2024-04-05,Math, late
S03090,2024-08-12,Math, late
S11331,2025-01-05,Geography,excused
S05907,2024-12-21,Arabic,left early
S02947,2024-06-03,Math,excused
S12050,2024-09-19,Math,Present
S03380,2024-07-02,History,Present
S05494,2024-06-12,Arabic,absnt
S07826,2024-09-02,Arabic,Present
S10114,2024-03-28,Science,PRESENT 
S04682,2024-04-28,English,PRESENT 
S01787,2024-06-27,History, late
S00069,2024-03-29,Arabic,left early
S11436,2024-08-22,English,Absent
S07679,2024-12-04,Geography, late
S00660,2024-09-04,Arabic, late
S02961,2024-08-24,English,left early
S10937,2024-06-10,English,Present
S06413,2024-04-30,Science,excused
S09670,2024-05-04,Arabic,absnt
S04125,2024-10-29,English,left early
S06371,2024-06-02,Science, late
S10648,2024-11-28,Arabic,excused
S12075,2024-12-31,English,left early
S11914,2024-07-30,Math, late
S04733,2024-11-18,History,left early
S10190,2024-11-24,English, late
S07723,2024-07-25,Geography,Present
S07818,2024-06-05,History,left early
S08696,2024-03-30,English,Late
S06377,2024-10-28,Science,excused
S05404,2025-02-10,History,excused
S12065,2025-03-05,English,Present
S04775,2025-03-04,English, late
S04914,2024-10-09,Arabic,Absent
S03295,2024-12-10,Science,PRESENT 
S07341,2024-12-22,Arabic,excused
S02665,2024-12-21,Science,excused
S02240,2024-08-21,English,Present
S06848,2024-08-29,Science,Present
S00062,2024-06-06,Science,excused
S06958,2024-11-21,History,excused
S06558,2024-06-12,History, late
S10940,2024-07-25,Geography,Late
S08173,2025-01-23,Science,PRESENT 
S10012,2024-12-13,History,excused
S04210,2024-08-18,Science,excused
S05108,2024-10-17,History,Absent
S07969,2024-12-11,Math,Late
S10786,2024-08-08,Geography,Absent
S01237,2024-04-02,Math,PRESENT 
S06617,2024-12-18,Math,left early
S03262,2024-11-13,English,left early
S08646,2024-04-22,Science,excused
S09358,2025-03-05,Geography,Absent
S03418,2024-12-30,Arabic,absnt
S03107,2024-05-17,English, late
S09747,2024-10-15,Math, late
S04283,2024-03-24,Science,Present
S02783,2024-11-30,Geography, late
S01869,2024-03-13,History, late
S03414,2024-03-16,Math,left early
S11052,2025-02-26,Science,Present
S00411,2024-03-09,Science,excused
S11763,2025-01-31,English,PRESENT 
S00746,2024-06-15,History, late
S02854,2024-12-14,Geography,Absent
S07425,2024-04-15,Math,absnt
S05878,2025-02-10,Science,PRESENT 
S02550,2024-10-06,Geography, late
S12098,2024-07-17,Science,Late
S10454,2024-11-10,Science,absnt
S04394,2024-05-27,Geography,absnt
S00700,2025-02-14,History,excused
S08303,2025-01-19,History,Present
S08271,2025-01-15,Arabic,Present
S11900,2024-03-23,English,Present
S04539,2024-11-18,Science,excused
S05858,2024-04-13,Geography,Late
S09445,2024-09-08,Math,Late
S09167,2024-09-23,Geography, late
S07126,2025-03-04,Science,left early
S00653,2024-04-01,Arabic,Absent
S09298,2024-04-24,Geography,absnt
S05170,2025-01-20,English,Late
S06748,2025-01-19,History, late
S11295,2024-11-01,History,left early
S08833,2024-12-23,Geography,Late
S06410,2024-10-23,Science,left early
S05377,2025-02-22,History, late
S08648,2025-02-14,Geography,absnt
S01249,2024-08-06,English,absnt
S08071,2024-10-21,English, late
S01589,2024-12-16,English,PRESENT 
S06957,2024-12-13,English,absnt
S09270,2024-07-14,History,Absent
S04418,2024-12-11,Arabic,Present
S09108,2024-08-19,Science, late
S10350,2025-02-03,Arabic,Present
S02958,2024-06-28,Arabic,Late
S06189,2024-07-11,Science,Late
S00169,2024-09-01,Geography,Present
S05939,2024-04-27,Math,left early
S11002,2024-03-28,Arabic,PRESENT 
S11652,2024-12-19,History,Absent
S01627,2024-07-08,English,left early
S03248,2024-04-17,Science, late
S09042,2025-01-30,Arabic,absnt
S06731,2024-06-28,Science,absnt
S09371,2025-01-01,History,Present
S12025,2024-06-23,Arabic,Late
S09585,2024-04-08,Geography, late
S01286,2025-01-08,English,Present
S05430,2024-09-25,Geography,absnt
S02100,2024-09-05,Math,absnt
S02546,2024-09-14,English,left early
S07532,2024-07-19,Arabic,Present
S08233,2024-05-28,Math,Present
S00009,2024-09-16,Science,PRESENT 
S06079,2024-05-18,Math,absnt
S00406,2024-05-01,Geography,excused
S08210,2024-10-16,Science,left early
S05928,2024-07-11,Geography,Late
S00100,2024-03-11,History,Absent
S11553,2025-02-20,Science,Absent
S05909,2024-05-12,English,Late
S06904,2025-02-06,History,left early
S03189,2025-01-20,History,left early
S02513,2024-08-25,Arabic,Present
S01959,2024-06-03,History,absnt
S07529,2024-12-10,History,PRESENT 
S08317,2024-11-14,History, late
S07654,2024-08-03,History,Absent
S09437,2025-01-04,Geography, late
S01130,2024-09-23,History, late
S04001,2025-03-07,History, late
S00637,2024-06-13,Science,PRESENT 
S02744,2025-01-29,Arabic,excused
S05700,2025-02-09,Math,Absent
S05554,2024-06-24,Arabic,Absent
S08205,2024-04-20,English,PRESENT 
S04952,2024-06-04,Arabic,PRESENT 
S11429,2024-10-24,Science, late
S07964,2024-09-07,Science,excused
S11477,2024-07-06,Arabic,Late
S06677,2024-04-19,Science, late
S08047,2025-02-18,Arabic,left early
S08938,2024-05-18,Arabic,Late
S05171,2024-09-08,Arabic, late
S08294,2024-11-23,Math,Absent
S02997,2025-02-10,Math,excused
S01261,2024-08-02,Science,Absent
S08768,2024-06-12,English,excused
S09694,2025-03-06,Math,Late
S09837,2025-01-07,Science, late
S02990,2024-09-13,Science,left early
S00376,2024-07-13,History,Absent
S06637,2025-02-03,Science,Present
S00259,2024-07-20,Arabic,left early
S07327,2024-08-27,Geography,left early
S04853,2024-06-27,English,absnt
S01597,2025-02-15,History, late
S06139,2024-05-24,Geography,Late
S01618,2024-07-08,English,PRESENT 
S10681,2025-01-22,Geography,Present
S02507,2024-04-01,English, late
S10367,2024-08-12,Math,PRESENT 
S10201,2025-02-01,Science,excused
S01818,2024-09-03,Arabic, late
S05254,2024-07-14,Math,PRESENT 
S08644,2024-08-03,Math,Late
S00201,2024-07-31,Arabic,left early
S00156,2025-01-04,Geography,left early
S02070,2024-06-27,English,Absent
S03916,2025-01-05,Math,excused
S09968,2024-12-28,Science,Late
S05061,2024-05-17,Geography,Absent
S01062,2024-03-18,Math,PRESENT 
S08921,2024-05-30,English,excused
S11664,2024-11-22,Geography,PRESENT 
S11939,2024-04-05,Science,left early
S07880,2025-03-03,Geography,Absent
S01206,2024-08-14,Science,Present
S02017,2024-06-19,Geography,excused
S07981,2024-04-04,Science,excused
S05394,2024-12-10,Geography,PRESENT 
S03763,2024-08-29,Geography,Present
S00803,2024-08-21,History,PRESENT 
S02138,2024-04-18,Math,Present
S01012,2024-04-10,English,Absent
S05772,2024-05-25,Arabic,absnt
S10457,2024-06-09,Arabic,excused
S00326,2024-07-06,English,Absent
S09749,2024-08-20,Science,Late
S06950,2024-04-30,Geography,PRESENT 
S09258,2024-05-20,History,PRESENT 
S09201,2024-11-16,Math,Absent
S09978,2025-02-02,History,Late
S05241,2024-03-29,Arabic,Late
S02091,2024-04-10,English,excused
S09965,2025-02-06,Geography,Absent
S01726,2024-08-16,Science,Late
S09859,2024-07-18,Arabic,Late
S02197,2024-06-02,Math,Late
S09511,2024-04-12,History,excused
S04050,2024-04-24,History,absnt
S03273,2025-01-19,Arabic,absnt
S02433,2024-03-13,Arabic,Present
S03638,2024-11-25,History, late
S00576,2024-09-28,Arabic,excused
S11502,2025-01-22,Arabic,absnt
S03118,2024-10-12,Math,PRESENT 
S09551,2024-10-23,English,Absent
S06288,2024-09-21,Math,Absent
S03426,2024-11-17,Science,excused
S10580,2024-05-09,English,PRESENT 
S05919,2025-02-15,Arabic,Absent
S06735,2024-08-30,Science, late
S03909,2024-08-18,Geography,left early
S02111,2024-06-16,Math,left early
S09889,2024-10-24,Science, late
S09561,2025-01-08,Science,Absent
S02786,2024-12-11,History,left early
S06254,2024-05-31,Math,Absent
S09019,2024-09-10,Arabic,excused
S00705,2024-12-16,English,Present
S05866,2024-12-26,English,absnt
S05024,2024-06-26,Science,absnt
S04712,2024-12-19,Math,Present
S01936,2024-06-08,English,PRESENT 
S09302,2025-01-04,Science,Late
S03236,2024-08-25,Math,excused
S01767,2024-12-16,Math,Late
S03568,2024-09-12,English,Present
S09684,2025-02-04,Arabic, late
S01760,2024-06-14,Arabic,excused
S00381,2024-03-23,Arabic,Late
S09238,2024-07-15,English,excused
S11749,2025-01-31,Arabic,PRESENT 
S09260,2024-03-12,Science, late
S01386,2025-01-10,English,left early
S02044,2024-06-04,Arabic,Present
S01464,2024-12-27,Science,Late
S10099,2024-07-14,History,Present
S07537,2024-06-19,Math,Present
S11061,2024-09-13,Math,PRESENT 
S08676,2024-11-21,History,excused
S03835,2025-02-15,Math,Present
S06814,2024-12-06,English,excused
S06623,2024-12-14,Science, late
S10652,2024-07-01,Geography,Present
S11367,2024-08-20,Math,left early
S07077,2024-05-11,History,excused
S01611,2024-09-02,Science,left early
S07897,2024-06-04,History,left early
S08761,2024-06-19,Geography,absnt
S09009,2025-02-25,History,Present
S10612,2024-06-12,Geography,excused
S10326,2024-04-23,Math,excused
S01184,2024-06-03,Geography,PRESENT 
S06512,2024-09-19,Geography,excused
S01410,2024-06-18,History,excused
S11482,2024-10-11,Math,Present
S10567,2024-09-18,Science,PRESENT 
S04159,2024-07-19,Science, late
S09206,2024-05-27,History,PRESENT 
S05980,2024-06-05,English,absnt
S03605,2024-08-25,Science,absnt
